Dish Name,Ingredients,Price,Calories,Category
Malai Mutton Rogan Josh,"cauliflower, ginger, butter, tomato",140.24,24,Dessert
Ras Fresh Lime Water,"cashew, ginger, yogurt, chicken",425.09,22,Bread
Chole Cheese Corn Balls,"yogurt, flour, onion, prawn",543.43,18,Bread
Malai Dal Makhani,"noodles, cream, potato, rice",688.74,20,Beverage
Hara Bhara Veg Thali,"garlic, egg, noodles",214.55,18,Main Course
Classic Paneer Tikka,"rice, butter, chicken, fish, mutton",252.79,27,Combo
Paneer Chicken Tikka Masala,"cashew, potato, prawn, lentils, egg",214.24,20,Beverage
Mango Fish Amritsari,"lemon, capsicum, milk",564.75,49,Dessert
Mutton Mutton Rogan Josh,"paneer, flour, egg, ginger, noodles, prawn, cashew",119.15,50,Combo
Mutton Ras Malai,"fish, paneer, mushroom, saffron",220.99,39,Non-Veg
Paneer Paneer Butter Masala,"cream, mutton, spices, tomato, fish, flour",637.74,31,Veg
